"OBJECTID","SCHOOL","DIST_SCHL","DISTSCHL","ADDRESS","CITY","STATE","ZIP","MAIL_CITY","MAIL_ST","DISTRICT","COMMENT","WebAllPercentMinReq","WebAllPercentInProcess","WebAllPercentBehindSchedule","WebAllPercentNoRecord","WebAllPercentHealth","WebAllPercentRelig","WebAllPercentPers","WebAllPercentNoShots","WebAllPercentMinReq_TXT","WebAllPercentInProcess_TXT","WebAllPercentBehindSchedule_TXT","WebAllPercentNoRecord_TXT","WebAllPercentHealth_TXT","WebAllPercentRelig_TXT","WebAllPercentPers_TXT","WebAllPercentNoShots_TXT","LAT","LON"
98,"Community Christian School of Baraboo","0280/1615",,"E12654 County Road T","Baraboo","WI","53913-9013",,,"Baraboo","Report received",74,4,4,4,4,45,24,8,"74%","<5%","<5%","<5%","<5%","45%","24%","8%",43.52177901,-89.69243017
99,"Concordia Lutheran School","4620/0441",,"8500 Durand Ave","Sturtevant","WI","53177-2003",,,"Racine Unified","Report received",94,4,4,4,4,4,4,4,"94%","<5%","<5%","<5%","<5%","<5%","<5%","<5%",42.69879594,-87.88964756
100,"Coon Valley Christian School","6321/1679",,"E5151 Nessette Rd","Westby","WI","54667-8291",,,"Westby Area","Report received",96,4,4,4,4,4,4,4,">95%","<5%","<5%","<5%","<5%","<5%","<5%","<5%",43.65546994,-90.99730959
101,"Cornerstone Christian Academy","6321/8679",,"S3655 Duncan Ln","Viroqua","WI","54665-7226",,,"Westby Area","Report received",16,4,4,54,4,14,16,54,"16%","<5%","<5%","54%","<5%","14%","16%","54%",43.59827895,-90.88821656
102,"Coulee Christian School","6370/0436",,"230 W Garland St","West Salem","WI","54669-1175",,,"West Salem","Report received",58,4,4,4,4,4,40,16,"58%","<5%","<5%","<5%","<5%","<5%","40%","16%",43.89974797,-91.08375765
103,"Coulee Connections - Alternative Education","2849/1669",,"99 Milwaukee St","La Crosse","WI","54603-2436",,,"La Crosse","No report received",-6,-6,-6,-6,-6,-6,-6,-6,"No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received",43.82686696,-91.25315369
104,"Creekside Christian Montessori","6328/1227",,"784 Scheuring Rd","De Pere","WI","54115",,,"West De Pere","No report received",-6,-6,-6,-6,-6,-6,-6,-6,"No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received",44.43109123,-88.0818968
105,"Crestview Academy","1554/1111",,"1519 Peterson Ave","Eau Claire","WI","54703-9711",,,"Eau Claire Area","Report received",76,4,11,4,4,4,15,18,"76%","<5%","11%","<5%","<5%","<5%","15%","18%",44.83292209,-91.43679684
106,"Cristo Rey Jesuit Milwaukee High School","3619/1712",,"1818 W National Ave","Milwaukee","WI","53204-1118",,,"Milwaukee","Report received",96,4,4,4,4,4,4,4,">95%","<5%","<5%","<5%","<5%","<5%","<5%","<5%",43.023582,-87.93550357
107,"Cross Trainers Academy","3619/1489",,"1530 W Center St","Milwaukee","WI","53206-2101",,,"Milwaukee","No report received",-6,-6,-6,-6,-6,-6,-6,-6,"No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received",43.06809201,-87.93228861
108,"Crown of Life Christian Academy","1883/1784",,"404 Roosevelt St","Fort Atkinson","WI","53538-1660",,,"Fort Atkinson","Report received",80,4,6,4,4,4,11,4,"80%","<5%","6%","<5%","<5%","<5%","11%","<5%",42.93299196,-88.84813283
109,"Crown of Life Evangelical Lutheran School","2058/0469",,"1292 Tally Ho Trl","Hubertus","WI","53033-9721",,,"Germantown","No report received",-6,-6,-6,-6,-6,-6,-6,-6,"No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received",43.23628665,-88.24533881
110,"David's Star Lutheran School","2058/0470",,"2740 Davids Star Dr","Jackson","WI","53037-9700",,,"Germantown","Report received",94,4,4,4,4,4,6,4,"94%","<5%","<5%","<5%","<5%","<5%","6%","<5%",43.28811981,-88.10729863
111,"DaySpring Christian School","1376/1787",,"N14W29489 Silvernail Rd","Pewaukee","WI","53072-4801",,,"Kettle Moraine","Report received",73,4,4,4,4,8,20,11,"73%","<5%","<5%","<5%","<5%","8%","20%","11%",43.048348,-88.33356371
112,"Delavan Christian School","1380/0490",,"848 Oak St","Delavan","WI","53115-1239",,,"Delavan-Darien","Report received",59,4,4,19,4,14,7,22,"59%","<5%","<5%","19%","<5%","14%","7%","22%",42.63637293,-88.63511379
113,"Destined To Succeed Academy","3619/1818",,"4429 W Fond Du Lac Ave","Milwaukee","WI","53216-3444",,,"Milwaukee","No report received",-6,-6,-6,-6,-6,-6,-6,-6,"No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received",43.08397501,-87.96932063
114,"Destined To Succeed Academy","4620/1852",,"4060 N Main St","Racine","WI","53402",,,"Racine Unified","No report received",-6,-6,-6,-6,-6,-6,-6,-6,"No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received",42.77177996,-87.78268054
115,"Destiny High School","3619/1491",,"7210 N 76th St","Milwaukee","WI","53223",,,"Milwaukee","No report received",-6,-6,-6,-6,-6,-6,-6,-6,"No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received",43.15005002,-88.00340063
116,"Divine Destiny School","3619/1702",,"3782 N 12th St","Milwaukee","WI","53206",,,"Milwaukee","No report received",-6,-6,-6,-6,-6,-6,-6,-6,"No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received",43.08590704,-87.92505662
117,"Divine Mercy Academy","3269/1851",,"7035 Old Sauk Rd","Madison","WI","53717",,,"Madison Metropolitan","Report received",43,38,4,4,4,5,19,14,"43%","38%","<5%","<5%","<5%","5%","19%","14%",43.07468094,-89.5035951
118,"Divine Mercy School","5439/7870",,"695 College Ave","South Milwaukee","WI","53172-1252",,,"South Milwaukee","No report received",-6,-6,-6,-6,-6,-6,-6,-6,"No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received",42.92937799,-87.85597059
119,"Divine Redeemer Lutheran School","3862/0500",,"31385 W Hill Rd","Hartland","WI","53029",,,"Lake Country","Report received",82,4,4,4,4,7,11,4,"82%","<5%","<5%","<5%","<5%","7%","11%","<5%",43.1044918,-88.37053528
120,"Divine Savior Catholic School","1945/2464",,"305 Fredonia Ave","Fredonia","WI","53021",,,"Northern Ozaukee","Report received",96,4,4,4,4,4,4,4,">95%","<5%","<5%","<5%","<5%","<5%","<5%","<5%",43.4697761,-87.94940165
121,"Divine Savior Catholic School","2828/8310",,"423 Fremont St","Kiel","WI","53042-1347",,,"Kiel Area","Report received",92,4,5,4,4,4,4,4,"92%","<5%","5%","<5%","<5%","<5%","<5%","<5%",43.91211216,-88.03551371
122,"Divine Savior Holy Angels High School","3619/0510",,"4257 N 100th St","Milwaukee","WI","53222-1391",,,"Milwaukee","Report received",96,4,4,4,4,4,4,4,">95%","<5%","<5%","<5%","<5%","<5%","<5%","<5%",43.09503002,-88.03943167
123,"Dominican High School","6419/0530",,"120 E Silver Spring Dr","Whitefish Bay","WI","53217-4700",,,"Whitefish Bay","Report received",96,4,4,4,4,4,4,4,">95%","<5%","<5%","<5%","<5%","<5%","<5%","<5%",43.11959045,-87.90962077
124,"Doxa Christian Academy","3925/1876",,"13800 W Howard Ave","New Berlin","WI","53151",,,"New Berlin","No report received",-6,-6,-6,-6,-6,-6,-6,-6,"No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received",42.974243,-88.0868776
125,"Driftless Pass School","2849/1799",,"3710 East Ave S","La Crosse","WI","54601-7215",,,"La Crosse","No report received",-6,-6,-6,-6,-6,-6,-6,-6,"No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received",43.77037896,-91.22271262
126,"Dusham Amish Sch","1499/1033",,"N6734 L Poeschel Rd","Durand","WI","54736-4028",,,"Durand-Arkansaw","Report received",4,4,4,96,4,4,4,96,"<5%","<5%","<5%",">95%","<5%","<5%","<5%",">95%",44.65299003,-91.78142591
127,"Eagle School","4851/0536",,"26700 Fellowship Ln","Richland Center","WI","53581-8950",,,"Richland","No report received",-6,-6,-6,-6,-6,-6,-6,-6,"No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received",43.31370394,-90.38307336
128,"Eagle School of Madison","3269/0537",,"5454 Gunflint Trl","Madison","WI","53711-5736",,,"Madison Metropolitan","Report received",96,4,4,4,4,4,4,4,">95%","<5%","<5%","<5%","<5%","<5%","<5%","<5%",43.01049894,-89.42287407
129,"Early View Academy of Excellence","3619/1158",,"7132 W Good Hope Rd","Milwaukee","WI","53223-4611",,,"Milwaukee","No report received",-6,-6,-6,-6,-6,-6,-6,-6,"No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received",43.15039104,-88.00022866
130,"Eastbrook Academy","3619/1218",,"5375 N Green Bay Ave","Milwaukee","WI","53209",,,"Milwaukee","Report received",90,4,4,4,4,4,6,4,"90%","<5%","<5%","<5%","<5%","<5%","6%","<5%",43.11438301,-87.93486756
131,"Eastside Evangelical Lutheran Elementary","3269/0550",,"2310 Independence Ln","Madison","WI","53704-3598",,,"Madison Metropolitan","Report received",90,4,4,4,4,4,8,5,"90%","<5%","<5%","<5%","<5%","<5%","8%","5%",43.12912197,-89.31160605
132,"Eau Claire Academy","1554/0555",,"550 N Dewey St","Eau Claire","WI","54703-3218",,,"Eau Claire Area","No report received",-6,-6,-6,-6,-6,-6,-6,-6,"No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received",44.82009912,-91.50042288
133,"Edgewood Campus School","3269/0580",,"829 Edgewood College Dr","Madison","WI","53711-2176",,,"Madison Metropolitan","Report received",96,4,4,4,4,4,4,4,">95%","<5%","<5%","<5%","<5%","<5%","<5%","<5%",43.05946796,-89.42155803
134,"Edgewood High School of the Sacred Heart","3269/0590",,"2219 Monroe St","Madison","WI","53711-1999",,,"Madison Metropolitan","No report received",-6,-6,-6,-6,-6,-6,-6,-6,"No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received",43.05946796,-89.42155803
135,"El Puente High School","3619/1631",,"1127 South 35th St","Milwaukee","WI","53215",,,"Milwaukee","Report received",86,4,10,4,4,4,4,4,"86%","<5%","10%","<5%","<5%","<5%","<5%","<5%",43.019317,-87.9580276
136,"Elm Grove Lutheran School","0714/0600",,"945 Terrace Dr","Elm Grove","WI","53122-2099",,,"Elmbrook","Report received",89,4,4,4,4,4,6,4,"89%","<5%","<5%","<5%","<5%","<5%","6%","<5%",43.04062999,-88.10208968
137,"Emanuel Lutheran School","3955/0604",,"200 East Quincy St","New London","WI","54961",,,"New London","Report received",81,4,4,4,4,9,9,11,"81%","<5%","<5%","<5%","<5%","9%","9%","11%",44.38520718,-88.73794797
138,"Eternity Learning Center","5593/1116",,"250 E 10th Ave","Stanley","WI","54768",,,"Stanley-Boyd Area","Report received, <10 students",-9,-9,-9,-9,-9,-9,-9,-9,"No Data","No Data","No Data","No Data","No Data","No Data","No Data","No Data",44.97295123,-90.93361482
139,"EverGreen Academy","4620/1681",,"3351 Chicory Rd","Mount Pleasant","WI","53403",,,"Racine Unified","Report received",94,4,4,4,4,4,4,4,"94%","<5%","<5%","<5%","<5%","<5%","<5%","<5%",42.68146795,-87.81915255
140,"Faith Christian Academy","6223/1523",,"225 S 28th Ave","Wausau","WI","54401",,,"Wausau","Report received",72,4,4,4,4,5,21,13,"72%","<5%","<5%","<5%","<5%","5%","21%","13%",44.96189829,-89.67025575
141,"Faith Christian School","4634/0648",,"611 N Columbus St","Randolph","WI","53956",,,"Randolph","No report received",-6,-6,-6,-6,-6,-6,-6,-6,"No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received",43.54503703,-89.00250999
142,"Faith Christian School","1169/0647",,"233 W Main St","Coleman","WI","54112",,,"Coleman","Report received",52,4,4,4,4,12,32,4,"52%","<5%","<5%","<5%","<5%","12%","32%","<5%",45.06466934,-88.03874783
143,"Faith Christian School","1870/0646",,"W5525 State Hwy 67","Williams Bay","WI","53191",,,"Fontana J8","Report received",64,4,4,4,4,10,25,19,"64%","<5%","<5%","<5%","<5%","10%","25%","19%",42.57344092,-88.57159671
144,"Faith Lutheran School","1862/0652",,"55 Prairie Rd","Fond du Lac","WI","54935-2902",,,"Fond du Lac","Report received",89,4,4,4,4,4,10,4,"89%","<5%","<5%","<5%","<5%","<5%","10%","<5%",43.77954909,-88.4109898
145,"Faith Lutheran School","6125/0651",,"626 Milford St","Watertown","WI","53094-6020",,,"Watertown Unified","Report received",93,4,4,4,4,4,7,4,"93%","<5%","<5%","<5%","<5%","<5%","7%","<5%",43.18580702,-88.73800283
146,"Falls Baptist Academy","3437/0656",,"N69W12703 Appleton Ave","Menomonee Falls","WI","53051-5215",,,"Menomonee Falls","Report received",24,4,8,4,4,4,68,50,"24%","<5%","8%","<5%","<5%","<5%","68%","50%",43.14317803,-88.06874169
147,"Family Services of Northeast Wisconsin","6328/1000",,"3430 Spirit Way","Green Bay","WI","54304-5687",,,"West De Pere","No report received",-6,-6,-6,-6,-6,-6,-6,-6,"No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received",44.45715325,-88.0974558
148,"Father Allouez Catholic School-GRACE","2289/2443",,"333 Hilltop Dr","Green Bay","WI","54301-2799",,,"Green Bay Area Public","Report received",94,6,4,4,4,4,4,4,"94%","6%","<5%","<5%","<5%","<5%","<5%","<5%",44.45952223,-88.03096977
149,"Father Allouez Catholic School-GRACE","2289/2443",,"333 Hilltop Dr","Green Bay","WI","54301-2799",,,"Green Bay Area Public","Report received",96,4,4,4,4,4,4,4,">95%","<5%","<5%","<5%","<5%","<5%","<5%","<5%",44.45952223,-88.03096977
150,"Feller School","5901/1866",,"910 Whalen Rd","Verona","WI","53593",,,"Verona Area","Report received, <10 students",-9,-9,-9,-9,-9,-9,-9,-9,"No Data","No Data","No Data","No Data","No Data","No Data","No Data","No Data",42.98008293,-89.51604205
151,"First Evangelical Lutheran School","1638/0662",,"415 Devendorf St","Elkhorn","WI","53121-1500",,,"Elkhorn Area","Report received",84,12,4,4,4,4,4,4,"84%","12%","<5%","<5%","<5%","<5%","<5%","<5%",42.66554691,-88.55365374
152,"First Evangelical Lutheran School","2885/0675",,"1101 Logan St","Lake Geneva","WI","53147-1125",,,"Lake Geneva J1","Report received",80,7,4,4,4,7,9,7,"80%","7%","<5%","<5%","<5%","7%","9%","7%",42.6046859,-88.44078568
153,"First Evangelical Lutheran School","2849/0670",,"520 West Ave S","La Crosse","WI","54601",,,"La Crosse","Report received",93,4,4,4,4,4,6,4,"93%","<5%","<5%","<5%","<5%","<5%","6%","<5%",43.80618394,-91.23973066
154,"First German Evangelical Lutheran Grade School","3290/0680",,"1025 S 8th St","Manitowoc","WI","54220-5348",,,"Manitowoc","Report received",88,4,4,4,10,4,5,4,"88%","<5%","<5%","<5%","10%","<5%","5%","<5%",44.08740421,-87.65730664
155,"First Immanuel Lutheran School","1015/0690",,"W67N622 Evergreen Blvd","Cedarburg","WI","53012-1848",,,"Cedarburg","Report received",90,4,4,4,4,4,4,4,"90%","<5%","<5%","<5%","<5%","<5%","<5%","<5%",43.29865105,-87.99339466
156,"Fly Creek Amish School","6426/0697",,"W15535 Snake Coulee Rd","Blair","WI","54616",,,"Whitehall","No report received",-6,-6,-6,-6,-6,-6,-6,-6,"No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received",44.32095203,-91.25805968
157,"Fond du Lac Christian School","1862/8260",,"720 Rienzi Rd","Fond du Lac","WI","54935-9603",,,"Fond du Lac","Report received",61,17,4,4,4,4,28,17,"61%","17%","<5%","<5%","<5%","<5%","28%","17%",43.76170012,-88.4193168
158,"Fox Valley Lutheran High School","0147/0700",,"5300 N Meade St","Appleton","WI","54913",,,"Appleton Area","Report received",90,4,4,4,4,4,8,4,"90%","<5%","<5%","<5%","<5%","<5%","8%","<5%",44.31797121,-88.39334284
159,"Fox Valley Montessori Academy","0147/1636",,"301 E 1st Ave","Appleton","WI","54911",,,"Appleton Area","No report received",-6,-6,-6,-6,-6,-6,-6,-6,"No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received",44.28814718,-88.40242589
160,"Frederic Amish School","1939/1687",,"1400 310th St","Frederic","WI","54837",,,"Frederic","No report received",-6,-6,-6,-6,-6,-6,-6,-6,"No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received",45.65530197,-92.44782073
161,"FreedomProject Academy","0147/1628",,"750 N Hickory Farm Ln","Appleton","WI","54914",,,"Appleton Area","No report received",-6,-6,-6,-6,-6,-6,-6,-6,"No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received",44.2694712,-88.4475829
162,"Garden Homes Lutheran School","3619/0740",,"2450 W Roosevelt Dr","Milwaukee","WI","53209-6659",,,"Milwaukee","Report received",92,4,4,4,4,4,4,4,"92%","<5%","<5%","<5%","<5%","<5%","<5%","<5%",43.095745,-87.94384257
163,"Generations Academy","1092/1848",,"1446 116th St","Chippewa Falls","WI","54729-5569",,,"Chippewa Falls Area Unified","No report received",-6,-6,-6,-6,-6,-6,-6,-6,"No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received",44.8642521,-91.43572287
164,"Genesee Lake School","4060/1021",,"36100 Genesee Lake School","Oconomowoc","WI","53066",,,"Oconomowoc Area","No report received",-6,-6,-6,-6,-6,-6,-6,-6,"No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received",43.05440601,-88.46472377
165,"Good Shepherd's Lutheran School","6300/0790",,"1337 S 100th St","West Allis","WI","53214-3901",,,"West Allis-West Milwaukee","Report received",96,4,4,4,4,4,4,4,">95%","<5%","<5%","<5%","<5%","<5%","<5%","<5%",43.017664,-88.03759066
166,"Good Shepherd Evangelical Lutheran School","6307/0780",,"777 S Indiana Ave","West Bend","WI","53095-4098",,,"West Bend","Report received",91,4,4,4,4,4,8,4,"91%","<5%","<5%","<5%","<5%","<5%","8%","<5%",43.41279933,-88.17272713
167,"Good Shepherd Lutheran School","6125/0768",,"1611 E Main St","Watertown","WI","53094-4109",,,"Watertown Unified","Report received",90,4,4,4,4,4,5,4,"90%","<5%","<5%","<5%","<5%","<5%","5%","<5%",43.19106499,-88.69866587
168,"Good Shepherd Lutheran School","6685/1467",,"10611 State Highway 13 South","Wisconsin Rapids","WI","54494",,,"Wisconsin Rapids","Report received",84,4,4,4,4,10,4,4,"84%","<5%","<5%","<5%","<5%","10%","<5%","<5%",44.2979841,-89.8094943
