School_Year,school_type,county,SCHOOL_NAME,total_enrolled,complete_record,missing_record,exempt_religious,temp_certificate,exempt_medical,incomplete_record
2019,Public,SHELBY,Sheffield Elementary,114,95,0,1,18,0,0
2019,Public,SHELBY,Shelby Oaks Elementary,131,118,0,1,7,0,0
2019,Public,SHELBY,Sherwood Elementary,96,90,0,1,5,0,0
2019,Public,SHELBY,Shrine School,13,13,0,0,0,0,0
2019,Public,SHELBY,Snowden Elementary/Middle,83,80,0,1,2,0,0
2019,Public,SHELBY,South Park Elementary,77,71,0,0,4,0,2
2019,Public,SHELBY,Southern Avenue Charter School Of Academic Excellence  Creative Arts,67,64,0,3,0,0,0
2019,Public,SHELBY,Southwind Elementary,102,97,0,2,3,0,0
2019,Public,SHELBY,Springdale Elementary,46,46,0,0,0,0,0
2019,Public,SHELBY,Star Academy,48,46,0,1,1,0,0
2019,Public,SHELBY,Treadwell Elementary,132,119,0,0,13,0,0
2019,Public,SHELBY,Vision Preparatory Charter School,75,72,0,1,2,0,0
2019,Public,SHELBY,Vollentine Elementary,48,44,0,1,3,0,0
2019,Public,SHELBY,Wells Station Elementary,117,98,0,1,18,0,0
2019,Public,SHELBY,Westhaven Elementary,145,140,0,0,5,0,0
2019,Public,SHELBY,Westside Elementary,47,41,0,1,5,0,0
2019,Public,SHELBY,White Station Elementary,124,120,0,0,4,0,0
2019,Public,SHELBY,Whitehaven Elementary,57,54,0,2,1,0,0
2019,Public,SHELBY,William Herbert Brewster Elementary School,82,79,0,0,3,0,0
2019,Public,SHELBY,Willow Oaks Elementary,88,81,0,0,7,0,0
2019,Public,SHELBY,Winchester Elementary,84,74,0,0,10,0,0
2019,Public,SHELBY,Winridge Elementary,85,81,0,0,4,0,0
2019,Public,CHEATHAM,Ashland City Elementary,68,68,0,0,0,0,0
2019,Public,CHEATHAM,East Cheatham Elementary,91,87,0,1,2,1,0
2019,Public,CHEATHAM,Kingston Springs Elementary,70,69,0,1,0,0,0
2019,Public,CHEATHAM,Pegram Elementary Fine Arts Magnet School,59,57,0,1,1,0,0
2019,Public,CHEATHAM,Pleasant View Elementary,102,100,0,1,1,0,0
2019,Public,CHEATHAM,West Cheatham Elementary,68,67,0,0,1,0,0
2019,Public,DICKSON,Centennial Elementary,79,77,0,1,1,0,0
2019,Public,DICKSON,Charlotte Elementary,91,83,0,2,2,0,1
2019,Public,DICKSON,Dickson Elementary,39,37,0,1,1,0,0
2019,Public,DICKSON,New Directions Academy,3,3,0,0,0,0,0
2019,Public,DICKSON,Oakmont Elementary,70,66,0,2,2,0,0
2019,Public,DICKSON,Stuart Burns Elementary,113,111,0,2,0,0,0
2019,Public,DICKSON,Sullivan Central Elementary School,59,58,0,1,0,0,0
2019,Public,DICKSON,The Discovery School,38,37,0,1,0,0,0
2019,Public,DICKSON,Vanleer Elementary,38,35,0,3,0,0,0
2019,Public,DICKSON,White Bluff Elementary,67,66,0,0,1,0,0
2019,Public,HOUSTON,Erin Elementary,70,67,0,1,2,0,0
2019,Public,HOUSTON,Tennessee Ridge Elementary,24,24,0,0,0,0,0
2019,Public,HUMPHREYS,Lakeview Elementary,31,28,0,2,0,1,0
2019,Public,HUMPHREYS,Mc Ewen Elementary,70,69,0,1,0,0,0
2019,Public,HUMPHREYS,Waverly Elementary,123,119,0,3,0,1,0
2019,Public,MONTGOMERY,Barkers Mill Elementary,176,165,0,8,1,0,0
2019,Public,MONTGOMERY,Barksdale Elementary,131,125,0,3,3,0,0
2019,Public,MONTGOMERY,Byrns Darden Elementary,102,99,0,0,2,0,0
2019,Public,MONTGOMERY,Carmel Elementary,94,85,0,5,4,0,0
2019,Public,MONTGOMERY,Cumberland Heights Elementary,105,99,0,4,2,0,0
2019,Public,MONTGOMERY,East Montgomery Elementary,101,97,0,4,0,0,0
2019,Public,MONTGOMERY,Glenellen Elementary,211,202,0,5,4,0,0
2019,Public,MONTGOMERY,Hazelwood Elementary,158,146,0,4,6,1,0
2019,Public,MONTGOMERY,Kenwood Elementary,124,117,0,2,4,1,0
2019,Public,MONTGOMERY,Liberty Elementary,167,157,0,4,5,0,1
2019,Public,MONTGOMERY,Minglewood Elementary,118,111,0,2,5,0,0
2019,Public,MONTGOMERY,Montgomery Central Elementary,80,71,0,6,3,0,0
2019,Public,MONTGOMERY,Moore Magnet Elementary,94,86,0,5,3,0,0
2019,Public,MONTGOMERY,Norman Smith Elementary,95,90,0,1,4,0,0
2019,Public,MONTGOMERY,Northeast Elementary,137,131,0,2,4,0,0
2019,Public,MONTGOMERY,Oakland Elementary,182,175,1,4,1,0,0
2019,Public,MONTGOMERY,Pisgah Elementary,149,142,0,7,0,0,0
2019,Public,MONTGOMERY,Ringgold Elementary,144,135,1,3,5,0,0
2019,Public,MONTGOMERY,Rossview Elementary,186,173,0,6,7,0,0
2019,Public,MONTGOMERY,Sango Elementary,136,130,0,4,2,0,0
2019,Public,MONTGOMERY,St. Bethlehem Elementary,144,142,0,2,0,0,0
2019,Public,MONTGOMERY,West Creek Elementary,139,130,0,6,3,0,0
2019,Public,MONTGOMERY,Woodlawn Elementary,127,123,0,2,2,0,0
2019,Public,ROBERTSON,Coopertown Elementary,73,72,0,1,0,0,0
2019,Public,ROBERTSON,Crestview Elementary School,133,126,0,2,3,0,2
2019,Public,ROBERTSON,East Robertson Elementary,77,75,0,0,2,0,0
2019,Public,ROBERTSON,Greenbrier Elementary,99,98,0,1,0,0,0
2019,Public,ROBERTSON,Jo Byrns Elementary School,49,48,0,1,0,0,0
2019,Public,ROBERTSON,Krisle Elementary,58,53,0,0,5,0,0
2019,Public,ROBERTSON,Robert F. Woodall Elementary,136,130,0,4,2,0,0
2019,Public,ROBERTSON,Tennessee Connections Academy K-8,52,36,2,6,4,0,4
2019,Public,ROBERTSON,Watauga Elementary,61,57,0,3,1,0,0
2019,Public,ROBERTSON,Westside Elementary,108,100,2,0,6,0,0
2019,Public,ROBERTSON,Harold B. Williams Elementary School,145,143,0,2,0,0,0
2019,Public,RUTHERFORD,West Side Elementary,35,31,0,3,1,0,0
2019,Public,RUTHERFORD,Black Fox Elementary,118,114,0,3,1,0,0
2019,Public,RUTHERFORD,Bradley Academy - An Arts Integrated School,62,58,0,2,1,0,1
2019,Public,RUTHERFORD,Cason Lane Academy,87,83,0,2,2,0,0
2019,Public,RUTHERFORD,Discovery School,61,59,0,1,0,1,0
2019,Public,RUTHERFORD,Erma Siegel Elementary,111,102,0,9,0,0,0
2019,Public,RUTHERFORD,Hobgood Elementary,84,79,0,2,3,0,0
2019,Public,RUTHERFORD,John Pittard Elementary,119,114,0,3,2,0,0
2019,Public,RUTHERFORD,Mitchell-Neilson Elementary,104,103,0,0,1,0,0
2019,Public,RUTHERFORD,Northfield Elementary,109,105,0,3,0,1,0
2019,Public,RUTHERFORD,Overall Creek Elementary,136,129,0,6,0,1,0
2019,Public,RUTHERFORD,Reeves-Rogers Elementary,74,67,0,5,1,1,0
2019,Public,RUTHERFORD,Salem Elementary School,182,176,0,5,0,1,0
2019,Public,RUTHERFORD,Scales Elementary School,158,155,0,3,0,0,0
2019,Public,RUTHERFORD,Barfield Elementary,136,123,0,9,3,1,0
2019,Public,RUTHERFORD,Blackman Elementary School,151,147,0,3,1,0,0
2019,Public,RUTHERFORD,Brown's Chapel Elementary School,130,124,0,4,2,0,0
2019,Public,RUTHERFORD,Buchanan Elementary,81,80,0,0,1,0,0
2019,Public,RUTHERFORD,Cedar Grove Elementary,119,115,0,1,3,0,0
2019,Public,RUTHERFORD,Christiana Elementary,136,128,0,4,4,0,0
2019,Public,RUTHERFORD,David Youree Elementary,135,131,0,3,0,1,0
2019,Public,RUTHERFORD,Eagleville School,48,47,0,1,0,0,0
2019,Public,RUTHERFORD,Homer Pittard Campus School,40,39,0,1,0,0,0
2019,Public,RUTHERFORD,John Colemon Elementary,105,100,0,2,3,0,0
2019,Public,RUTHERFORD,Kittrell Elementary,55,53,0,2,0,0,0
2019,Public,RUTHERFORD,Lascassas Elementary,120,111,0,5,4,0,0
2019,Public,RUTHERFORD,Lavergne Lake Elementary School,156,150,0,1,4,1,0
2019,Public,RUTHERFORD,Lavergne Primary,215,203,0,0,12,0,0
2019,Public,RUTHERFORD,Mcfadden School Of Excellence,60,58,0,2,0,0,0
2019,Public,RUTHERFORD,Rock Springs Elementary,167,160,0,3,4,0,0
2019,Public,RUTHERFORD,Rockvale Elementary,189,180,1,6,2,0,0
2019,Public,RUTHERFORD,Rocky Fork Elementary School,150,143,0,4,3,0,0
2019,Public,RUTHERFORD,Smyrna Elementary,141,121,1,0,15,0,4
2019,Public,RUTHERFORD,Smyrna Primary,87,86,0,0,1,0,0
2019,Public,RUTHERFORD,Stewarts Creek Elementary School,171,166,0,3,2,0,0
2019,Public,RUTHERFORD,Stewartsboro Elementary,96,95,0,0,1,0,0
2019,Public,RUTHERFORD,Thurman Francis Arts Academy/Magnet School For The Arts,57,53,0,2,0,2,0
2019,Public,RUTHERFORD,Walter Hill Elementary,55,51,0,2,2,0,0
2019,Public,RUTHERFORD,Wilson Elementary School,151,140,0,4,6,1,0
2019,Public,STEWART,Dover Elementary,76,75,0,1,0,0,0
2019,Public,STEWART,North Stewart Elementary,66,65,0,1,0,0,0
2019,Public,SUMNER,Westside Elementary,65,63,0,2,0,0,0
2019,Public,SUMNER,Beech Elementary,80,77,0,3,0,0,0
2019,Public,SUMNER,Benny C. Bills Elementary School,143,134,0,6,2,0,1
2019,Public,SUMNER,Bethpage Elementary,47,45,0,1,1,0,0
2019,Public,SUMNER,Clyde Riggs Elementary,47,46,0,0,0,0,1
2019,Public,SUMNER,Dr. William Burrus Elementary At Drakes Creek,98,96,0,2,0,0,0
2019,Public,SUMNER,Gene W. Brown Elementary,68,67,0,1,0,0,0
2019,Public,SUMNER,George A Whitten Elementary,67,65,0,1,1,0,0
2019,Public,SUMNER,Guild Elementary,116,109,0,0,5,0,2
2019,Public,SUMNER,Howard Elementary,105,100,0,4,0,0,1
2019,Public,SUMNER,Indian Lake Elementary,79,77,0,1,1,0,0
2019,Public,SUMNER,J W Wiseman Elementary,60,53,0,3,4,0,0
2019,Public,SUMNER,Jack Anderson Elementary,138,130,2,6,0,0,0
2019,Public,SUMNER,Lakeside Park Elementary,57,52,0,1,1,0,3
2019,Public,SUMNER,Merrol Hyde Magnet School,40,34,0,5,0,1,0
2019,Public,SUMNER,Nannie Berry Elementary,98,92,0,5,1,0,0
2019,Public,SUMNER,North Sumner Elementary,33,32,0,0,1,0,0
2019,Public,SUMNER,Oakmont Elementary,21,20,0,1,0,0,0
2019,Public,SUMNER,Portland Gateview Elementary School,88,87,0,0,1,0,0
2019,Public,SUMNER,Station Camp Elementary,166,159,0,6,1,0,0
2019,Public,SUMNER,Union Elementary School,78,75,0,3,0,0,0
2019,Public,SUMNER,Vena Stuart Elementary,137,130,0,1,1,0,0
2019,Public,SUMNER,Walton Ferry Elementary,78,72,0,3,2,0,0
2019,Public,SUMNER,Watt Hardison Elementary,54,54,0,0,0,0,0
2019,Public,SUMNER,Westmoreland Elementary,72,70,0,2,0,0,0
2019,Public,TROUSDALE,Trousdale Co Elementary,103,100,0,0,1,0,2
2019,Public,WILLIAMSON,Granbery Elementary,142,139,0,3,0,0,0
2019,Public,WILLIAMSON,Franklin Elementary,86,83,0,2,1,0,0
2019,Public,WILLIAMSON,Johnson Elementary,72,68,0,3,1,0,0
2019,Public,WILLIAMSON,Liberty Elementary,91,80,0,7,4,0,0
2019,Public,WILLIAMSON,Moore Elementary,113,106,0,6,1,0,0
2019,Public,WILLIAMSON,Poplar Grove K-4,59,53,0,2,3,1,0
2019,Public,WILLIAMSON,Bethesda Elementary,68,60,0,5,3,0,0
2019,Public,WILLIAMSON,Clovercroft Elementary School,129,121,0,6,1,0,0
2019,Public,WILLIAMSON,College Grove Elementary,90,83,0,5,2,0,0
2019,Public,WILLIAMSON,Creekside Elementary School,109,108,0,0,0,1,0
2019,Public,WILLIAMSON,Crockett Elementary,91,87,0,4,0,0,0
2019,Public,WILLIAMSON,Edmondson Elementary,110,106,0,2,1,1,0
2019,Public,WILLIAMSON,Fairview Elementary,82,80,0,1,1,0,0
2019,Public,WILLIAMSON,Grassland Elementary,77,73,0,4,0,0,0
2019,Public,WILLIAMSON,Heritage Elementary,105,92,0,9,2,2,0
2019,Public,WILLIAMSON,Hillsboro Elementary/ Middle School,23,17,0,4,2,0,0
2019,Public,WILLIAMSON,Hunters Bend Elementary,67,65,0,1,0,1,0
2019,Public,WILLIAMSON,Jordan Elementary School,63,60,0,3,0,0,0
2019,Public,WILLIAMSON,Kenrose Elementary,129,124,0,1,4,0,0
2019,Public,WILLIAMSON,Lipscomb Elementary,94,90,0,3,1,0,0
2019,Public,WILLIAMSON,Mill Creek Elementary School,108,105,0,3,0,0,0
2019,Public,WILLIAMSON,Nolensville Elementary,150,143,0,4,3,0,0
2019,Public,WILLIAMSON,Oak View Elem School,72,66,0,4,0,2,0
2019,Public,WILLIAMSON,Pearre Creek Elementary School,105,96,0,6,2,1,0
2019,Public,WILLIAMSON,Scales Elementary,110,106,0,4,0,0,0
2019,Public,WILLIAMSON,Sunset Elementary School,94,88,0,4,1,1,0
2019,Public,WILLIAMSON,Thompson's Station Elementary School,132,128,0,2,1,1,0
2019,Public,WILLIAMSON,Trinity Elementary,143,137,1,2,1,0,2
2019,Public,WILLIAMSON,Walnut Grove Elementary,75,75,0,0,0,0,0
2019,Public,WILLIAMSON,Westwood Elementary School,76,74,0,1,1,0,0
2019,Public,WILLIAMSON,Winstead Elementary School,100,97,0,3,0,0,0
2019,Public,WILSON,Auburn Elementary,13,11,0,2,0,0,0
2019,Public,WILSON,Byars Dowdy Elementary,100,95,0,0,4,0,0
2019,Public,WILSON,Castle Heights Elementary,107,101,0,2,4,0,0
2019,Public,WILSON,Coles Ferry Elementary,107,102,0,3,2,0,0
2019,Public,WILSON,Sam Houston Elementary,103,101,0,0,2,0,0
2019,Public,WILSON,Carroll Oakland Elementary,83,82,0,1,0,0,0
2019,Public,WILSON,Elzie D Patton Elementary School,74,70,0,1,3,0,0
2019,Public,WILSON,Gladeville Elementary,126,120,0,4,2,0,0
2019,Public,WILSON,Lakeview Elementary School,103,99,0,2,2,0,0
2019,Public,WILSON,Mt. Juliet Elementary,86,82,0,4,0,0,0
2019,Public,WILSON,Rutland Elementary,199,191,0,5,3,0,0
2019,Public,WILSON,Southside Elementary,76,74,0,0,2,0,0
2019,Public,WILSON,Springdale Elementary School,121,119,0,2,0,0,0
2019,Public,WILSON,Stoner Creek Elementary,104,102,0,2,0,0,0
2019,Public,WILSON,Tuckers Crossroads Elementary,48,44,0,2,2,0,0
2019,Public,WILSON,W A Wright Elementary,74,68,0,3,3,0,0
2019,Public,WILSON,Watertown Elementary,91,88,0,2,1,0,0
2019,Public,WILSON,West Elementary,140,134,0,4,1,1,0
2019,Public,DAVIDSON,A. Z. Kelley Elementary,153,144,0,3,5,0,1
2019,Public,DAVIDSON,Alex Green Elementary,42,36,1,1,0,0,4
2019,Public,DAVIDSON,Amqui Elementary,85,75,2,1,5,0,2
2019,Public,DAVIDSON,Andrew Jackson Elementary,92,88,0,3,1,0,0
2019,Public,DAVIDSON,Bellshire Elementary,60,60,0,0,0,0,0
2019,Public,DAVIDSON,Buena Vista Elementary,30,30,0,0,0,0,0
2019,Public,DAVIDSON,Cane Ridge Elementary,111,105,1,2,3,0,0
2019,Public,DAVIDSON,Carter-Lawrence Elementary,42,38,2,1,0,0,1
2019,Public,DAVIDSON,Chadwell Elementary,68,57,0,2,8,0,0
2019,Public,DAVIDSON,Charlotte Park Elementary,92,79,0,0,13,0,0
2019,Public,DAVIDSON,Cockrill Elementary,59,55,1,1,2,0,0
2019,Public,DAVIDSON,Cole Elementary,141,127,0,1,5,0,7
2019,Public,DAVIDSON,Crieve Hall Elementary,104,98,0,4,2,0,0
2019,Public,DAVIDSON,Cumberland Elementary,58,53,1,1,1,0,1
2019,Public,DAVIDSON,Dan Mills Elementary,103,93,0,6,2,1,0
2019,Public,DAVIDSON,Dodson Elementary,60,55,1,0,3,0,0
2019,Public,DAVIDSON,Dupont Elementary,61,57,0,2,1,0,0
2019,Public,DAVIDSON,Eagle View Elementary School,105,102,0,1,2,0,0
2019,Public,DAVIDSON,Eakin Elementary,112,106,0,2,4,0,0
2019,Public,DAVIDSON,East End Preparatory School,112,111,0,1,0,0,0
2019,Public,DAVIDSON,Explore Community School,98,85,5,8,0,0,0
2019,Public,DAVIDSON,Fall-Hamilton Elementary,49,44,4,0,0,0,0
2019,Public,DAVIDSON,Gateway Elementary,36,32,0,0,1,0,3
2019,Public,DAVIDSON,Glencliff Elementary,119,110,0,1,6,0,2
2019,Public,DAVIDSON,Glendale Elementary,96,94,0,1,0,1,0
2019,Public,DAVIDSON,Glengarry Elementary,68,56,0,0,12,0,0
2019,Public,DAVIDSON,Glenview Elementary,136,120,0,0,16,0,0
2019,Public,DAVIDSON,Goodlettsville Elementary,68,63,0,1,3,0,1
2019,Public,DAVIDSON,Gower Elementary,130,126,0,1,2,0,1
2019,Public,DAVIDSON,Harpeth Valley Elementary,146,140,0,5,1,0,0
2019,Public,DAVIDSON,Harris-Hillman Special Education,2,2,0,0,0,0,0
2019,Public,DAVIDSON,Hattie Cotton Elementary,46,37,2,3,1,0,3
2019,Public,DAVIDSON,Haywood Elementary,109,94,0,0,15,0,0
2019,Public,DAVIDSON,Henry C. Maxwell Elementary,111,108,0,0,1,1,1
2019,Public,DAVIDSON,Hermitage Elementary,55,47,0,2,2,1,3
2019,Public,DAVIDSON,Hickman Elementary,74,71,0,1,1,0,0
2019,Public,DAVIDSON,Hull-Jackson Elementary,72,71,0,1,0,0,0
2019,Public,DAVIDSON,Ida B. Wells Elementary,51,46,0,0,0,0,5
2019,Public,DAVIDSON,Inglewood Elementary,33,32,0,1,0,0,0
2019,Public,DAVIDSON,J. E. Moss Elementary,121,115,0,0,3,0,2
2019,Public,DAVIDSON,Joelton Elementary,49,48,0,1,0,0,0
2019,Public,DAVIDSON,John B. Whitsitt Elementary,82,76,5,0,1,0,0
2019,Public,DAVIDSON,Jones Elementary,31,31,0,0,0,0,0
2019,Public,DAVIDSON,Julia Green Elementary,98,95,0,1,2,0,0
2019,Public,DAVIDSON,Kipp Academy Nashville Elementary School,79,74,1,2,2,0,0
2019,Public,DAVIDSON,Kipp Nashville College Prep Elementary,84,83,0,0,0,0,1
2019,Public,DAVIDSON,Lakeview Elementary,104,94,7,0,1,0,1
2019,Public,DAVIDSON,Lockeland Elementary,61,59,0,2,0,0,0
2019,Public,DAVIDSON,May Werthan Shayne Elementary School,154,138,4,2,0,0,10
2019,Public,DAVIDSON,Mcgavock Elementary,54,51,0,0,2,0,1
2019,Public,DAVIDSON,Mt. View Elementary,131,127,0,1,0,0,0
2019,Public,DAVIDSON,Napier Elementary,45,42,0,1,2,0,0
2019,Public,DAVIDSON,Nashville Classical,70,56,6,4,1,0,3
2019,Public,DAVIDSON,Neely's Bend Elementary,58,56,0,0,2,0,0
2019,Public,DAVIDSON,Norman Binkley Elementary,113,95,0,4,13,0,0
2019,Public,DAVIDSON,Old Center Elementary,56,54,0,2,0,0,0
2019,Public,DAVIDSON,Paragon Mills Elementary,102,94,0,0,2,0,6
2019,Public,DAVIDSON,Park Avenue Elementary,67,61,3,1,1,0,1
2019,Public,DAVIDSON,Pennington Elementary,53,47,0,4,1,0,1
2019,Public,DAVIDSON,Percy Priest Elementary,109,107,0,2,0,0,0
2019,Public,DAVIDSON,Purpose Prep,83,82,0,1,0,0,0
2019,Public,DAVIDSON,Robert Churchwell Elementary,55,52,0,1,2,0,0
2019,Public,DAVIDSON,Robert E. Lillard Elementary,42,38,1,1,0,0,2
2019,Public,DAVIDSON,Rocketship Nashville Northeast Elementary,125,122,2,1,0,0,0
2019,Public,DAVIDSON,Rocketship United,102,102,0,0,0,0,0
2019,Public,DAVIDSON,Rosebank Elementary,75,69,2,4,0,0,0
2019,Public,DAVIDSON,Ruby Major Elementary,86,80,0,2,4,0,0
2019,Public,DAVIDSON,Shwab Elementary,59,48,2,0,1,0,8
2019,Public,DAVIDSON,Smith Springs Elementary School,115,109,1,3,0,0,2
2019,Public,DAVIDSON,Smithson Craighead Academy,53,51,0,0,0,0,2
2019,Public,DAVIDSON,Stanford Elementary,61,58,0,3,0,0,0
2019,Public,DAVIDSON,Stratton Elementary,90,89,0,0,1,0,0
2019,Public,DAVIDSON,Sylvan Park Elementary,90,84,0,5,0,0,1
2019,Public,DAVIDSON,Thomas A. Edison Elementary,153,137,0,0,6,0,10
2019,Public,DAVIDSON,Tom Joy Elementary,72,68,0,0,3,0,1
2019,Public,DAVIDSON,Tulip Grove Elementary,92,89,0,2,1,0,0
2019,Public,DAVIDSON,Tusculum Elementary,157,129,1,0,11,1,15
2019,Public,DAVIDSON,Una Elementary,126,111,0,1,6,0,8
2019,Public,DAVIDSON,Warner Elementary,43,41,0,1,1,0,0
2019,Public,DAVIDSON,Waverly-Belmont Elementary School,95,88,0,5,1,0,1
2019,Public,DAVIDSON,Westmeade Elementary,74,71,0,3,0,0,0
2019,Public,DAVIDSON,Dcs Affiliated Schools,1,1,0,0,0,0,0
2019,Public,DAVIDSON,Madison Creek Elementary,102,100,0,0,0,0,0
2019,Public,DAVIDSON,Millersville Elementary,50,50,0,0,0,0,0
2019,Public,DAVIDSON,Tenn School For Blind,6,5,0,0,0,0,1
2019,Public,DAVIDSON,Tennessee School For The Deaf Nashville,5,4,0,0,0,0,1
2019,Public,DAVIDSON,Kipp Antioch College Prep Elementary,141,140,0,1,0,0,0
2019,Public,CARTER,Cloudland Elementary School,35,35,0,0,0,0,0
2019,Public,CARTER,Hampton Elementary,37,35,0,2,0,0,0
2019,Public,CARTER,Hunter Elementary,52,50,0,2,0,0,0
2019,Public,CARTER,Keenburg Elementary,22,20,0,0,2,0,0
2019,Public,CARTER,Little Milligan,12,12,0,0,0,0,0
2019,Public,CARTER,Unaka Elementary,26,26,0,0,0,0,0
2019,Public,CARTER,Valley Forge Elementary,33,33,0,0,0,0,0
2019,Public,CARTER,East Side Elementary,62,61,0,1,0,0,0
2019,Public,CARTER,Harold Mccormick Elementary,38,36,0,0,2,0,0
2019,Public,CARTER,West Side Elementary,62,59,0,3,0,0,0
2019,Public,GREENE,C Hal Henard Elementary,67,64,0,1,2,0,0
2019,Public,GREENE,Eastview Elementary,66,60,0,2,4,0,0
2019,Public,GREENE,Highland Elementary,19,19,0,0,0,0,0
2019,Public,GREENE,Tusculum View Elementary,59,59,0,0,0,0,0
2019,Public,GREENE,Baileyton Elementary,35,34,0,0,1,0,0
2019,Public,GREENE,Camp Creek Elementary,43,43,0,0,0,0,0
2019,Public,GREENE,Chuckey Elementary,53,50,0,2,1,0,0
2019,Public,GREENE,Debusk Elementary,43,41,0,1,1,0,0
2019,Public,GREENE,Doak Elementary,92,92,0,0,0,0,0
2019,Public,GREENE,Mcdonald Elementary,46,42,0,1,3,0,0
2019,Public,GREENE,Mosheim Elementary,106,98,0,3,2,2,1
2019,Public,GREENE,Nolachuckey Elementary,35,34,0,1,0,0,0
2019,Public,GREENE,Ottway Elementary,26,22,0,3,1,0,0
2019,Public,GREENE,South Central Elementary,20,19,0,0,1,0,0
2019,Public,HANCOCK,Hancock County Elementary,68,67,1,0,0,0,0
2019,Public,HANCOCK,Clinch School,10,8,0,1,1,0,0
2019,Public,HAWKINS,Bulls Gap School,19,18,0,1,0,0,0
2019,Public,HAWKINS,Carter's Valley Elementary,53,53,0,0,0,0,0
2019,Public,HAWKINS,Church Hill Elementary,60,56,0,1,1,0,0
2019,Public,HAWKINS,Joseph Rogers Primary School,92,88,0,0,4,0,0
2019,Public,HAWKINS,Keplar Elementary,15,14,0,1,0,0,0
2019,Public,HAWKINS,Mcpheeter's Bend Elementary,16,15,0,0,1,0,0
2019,Public,HAWKINS,Mooresburg Elementary,21,18,0,0,3,0,0
2019,Public,HAWKINS,Mt Carmel Elementary,49,49,0,0,0,0,0
2019,Public,HAWKINS,St Clair Elementary,24,24,0,0,0,0,0
2019,Public,HAWKINS,Surgoinsville Elementary,53,52,0,1,0,0,0
2019,Public,HAWKINS,Rogersville Elementary,59,56,0,2,0,1,0
2019,Public,JOHNSON,Doe Elementary,27,23,0,1,3,0,0
2019,Public,JOHNSON,Laurel Elementary,11,11,0,0,0,0,0
2019,Public,JOHNSON,Mountain City Elementary,64,63,0,0,0,0,1
2019,Public,JOHNSON,Roan Creek Elementary,46,44,0,0,2,0,0
2019,Public,JOHNSON,Shady Valley Elementary,4,4,0,0,0,0,0
2019,Public,UNICOI,Love Chapel Elementary,51,50,0,1,0,0,0
2019,Public,UNICOI,Rock Creek Elementary,36,34,0,1,1,0,0
2019,Public,UNICOI,Temple Hill Elementary,15,15,0,0,0,0,0
2019,Public,UNICOI,Unicoi Elementary,57,56,0,1,0,0,0
2019,Public,WASHINGTON,Central Elementary,32,31,0,1,0,0,0
2019,Public,WASHINGTON,Happy Valley Elementary,93,91,0,0,2,0,0
2019,Public,WASHINGTON,Cherokee Elementary,80,78,0,2,0,0,0
2019,Public,WASHINGTON,Fairmont Elementary,89,86,1,2,0,0,0
2019,Public,WASHINGTON,Lake Ridge Elementary,108,105,0,1,2,0,0
2019,Public,WASHINGTON,Mountain View Elementary,94,90,0,0,3,0,1
2019,Public,WASHINGTON,North Side Elementary,52,49,0,3,0,0,0
2019,Public,WASHINGTON,South Side Elementary,58,52,0,4,0,2,0
2019,Public,WASHINGTON,Towne Acres Elementary,91,88,1,1,1,0,0
2019,Public,WASHINGTON,Woodland Elementary,74,72,0,1,1,0,0
2019,Public,WASHINGTON,Boones Creek Elementary School,118,115,0,2,1,0,0
2019,Public,WASHINGTON,Fall Branch Elementary,28,27,0,0,1,0,0
2019,Public,WASHINGTON,Grandview Elementary School,74,74,0,0,0,0,0
2019,Public,WASHINGTON,Gray Elementary School,66,64,0,0,0,0,1
2019,Public,WASHINGTON,Jonesborough Elementary,85,83,0,2,0,0,0
2019,Public,WASHINGTON,Lamar Elementary,57,54,0,1,1,0,1
2019,Public,WASHINGTON,Ridgeview Elementary School,66,63,0,2,1,0,0
2019,Public,WASHINGTON,Sulphur Springs Elementary,49,48,0,1,0,0,0
2019,Public,WASHINGTON,University School,20,19,0,1,0,0,0
2019,Public,WASHINGTON,West View School,42,40,1,1,0,0,0
2019,Public,BEDFORD,Cascade Elementary,105,104,0,1,0,0,0
2019,Public,BEDFORD,Community Elementary School,105,100,0,1,3,1,0
2019,Public,BEDFORD,Eakin Elementary,90,78,0,1,11,0,0
2019,Public,BEDFORD,East Side Elementary,63,61,0,0,2,0,0
2019,Public,BEDFORD,Learning Way Elementary,82,79,0,0,3,0,0
2019,Public,BEDFORD,Liberty Elementary,62,61,0,1,0,0,0
2019,Public,BEDFORD,South Side Elementary,64,59,0,0,5,0,0
2019,Public,BEDFORD,Thomas Magnet Elementary School,64,62,0,1,0,1,0
2019,Public,COFFEE,Deerfield Elementary School,41,38,0,0,3,0,0
2019,Public,COFFEE,East Coffee Elementary,40,40,0,0,0,0,0
2019,Public,COFFEE,Hickerson Elementary,30,27,0,3,0,0,0
